     lon        lat  Cref(km/s)   C(km/s)  Cpert(%)
 33.0303  33.371891       4.961  4.963984 -0.060148
 33.2303  33.371891       4.961  4.964282 -0.066162
 33.4303  33.371891       4.961  4.968161 -0.144354
 33.6303  33.371891       4.961  4.971742 -0.216531
 33.8303  33.371891       4.961  4.974129 -0.264649
 34.0303  33.371891       4.961  4.976218 -0.306753
 34.2303  33.371891       4.961  4.979202 -0.366900
 34.4303  33.371891       4.961  4.983081 -0.445092
 34.6303  33.371891       4.961  4.984573 -0.475166
 34.8303  33.371891       4.961  4.986065 -0.505240
 35.0303  33.371891       4.961  4.986662 -0.517269
 35.2303  33.371891       4.961  4.985170 -0.487196
 35.4303  33.371891       4.961  4.982783 -0.439077
 35.6303  33.371891       4.961  4.980395 -0.390959
 35.8303  33.371891       4.961  4.978307 -0.348856
 36.0303  33.371891       4.961  4.975024 -0.282694
 36.2303  33.371891       4.961  4.972637 -0.234576
 36.4303  33.371891       4.961  4.972041 -0.222546
 36.6303  33.371891       4.961  4.971742 -0.216531
 25.4303  33.571891       4.961  4.961000  0.000000
 25.6303  33.571891       4.961  4.961000  0.000000
 25.8303  33.571891       4.961  4.961000  0.000000
 26.0303  33.571891       4.961  4.961000  0.000000
 26.2303  33.571891       4.961  4.961000  0.000000
 26.4303  33.571891       4.961  4.961000  0.000000
 26.6303  33.571891       4.961  4.961000  0.000000
 26.8303  33.571891       4.961  4.961000  0.000000
 27.0303  33.571891       4.961  4.961298 -0.006015
 27.2303  33.571891       4.961  4.961298 -0.006015
 27.4303  33.571891       4.961  4.961298 -0.006015
 27.6303  33.571891       4.961  4.961298 -0.006015
 27.8303  33.571891       4.961  4.961298 -0.006015
 28.0303  33.571891       4.961  4.961298 -0.006015
 28.2303  33.571891       4.961  4.961298 -0.006015
 28.4303  33.571891       4.961  4.961298 -0.006015
 28.6303  33.571891       4.961  4.961298 -0.006015
 28.8303  33.571891       4.961  4.961298 -0.006015
 29.0303  33.571891       4.961  4.961298 -0.006015
 29.2303  33.571891       4.961  4.961298 -0.006015
 29.4303  33.571891       4.961  4.961298 -0.006015
 29.6303  33.571891       4.961  4.961298 -0.006015
 29.8303  33.571891       4.961  4.961298 -0.006015
 30.0303  33.571891       4.961  4.961000  0.000000
 30.2303  33.571891       4.961  4.961000  0.000000
 30.4303  33.571891       4.961  4.961000  0.000000
 30.6303  33.571891       4.961  4.961000  0.000000
 30.8303  33.571891       4.961  4.961000  0.000000
 31.0303  33.571891       4.961  4.960702  0.006015
 31.2303  33.571891       4.961  4.960702  0.006015
 31.4303  33.571891       4.961  4.960702  0.006015
 31.6303  33.571891       4.961  4.960702  0.006015
 31.8303  33.571891       4.961  4.960403  0.012030
 32.0303  33.571891       4.961  4.960403  0.012030
 32.2303  33.571891       4.961  4.961298 -0.006015
 32.4303  33.571891       4.961  4.962492 -0.030074
 32.6303  33.571891       4.961  4.963686 -0.054133
 32.8303  33.571891       4.961  4.964581 -0.072177
 33.0303  33.571891       4.961  4.966073 -0.102251
 33.2303  33.571891       4.961  4.968758 -0.156384
 33.4303  33.571891       4.961  4.972041 -0.222546
 33.6303  33.571891       4.961  4.975024 -0.282694
 33.8303  33.571891       4.961  4.977113 -0.324797
 34.0303  33.571891       4.961  4.979500 -0.372915
 34.2303  33.571891       4.961  4.982484 -0.433063
 34.4303  33.571891       4.961  4.985170 -0.487196
 34.6303  33.571891       4.961  4.986065 -0.505240
 34.8303  33.571891       4.961  4.986960 -0.523284
 35.0303  33.571891       4.961  4.986960 -0.523284
 35.2303  33.571891       4.961  4.985468 -0.493210
 35.4303  33.571891       4.961  4.983081 -0.445092
 35.6303  33.571891       4.961  4.980992 -0.402989
 35.8303  33.571891       4.961  4.977710 -0.336827
 36.0303  33.571891       4.961  4.974428 -0.270664
 36.2303  33.571891       4.961  4.971742 -0.216531
 36.4303  33.571891       4.961  4.969952 -0.180443
 36.6303  33.571891       4.961  4.969057 -0.162399
 25.2303  33.771891       4.961  4.961597 -0.012030
 25.4303  33.771891       4.961  4.961298 -0.006015
 25.6303  33.771891       4.961  4.961298 -0.006015
 25.8303  33.771891       4.961  4.961298 -0.006015
 26.0303  33.771891       4.961  4.961597 -0.012030
 26.2303  33.771891       4.961  4.961597 -0.012030
 26.4303  33.771891       4.961  4.961597 -0.012030
 26.6303  33.771891       4.961  4.961298 -0.006015
 26.8303  33.771891       4.961  4.961298 -0.006015
 27.0303  33.771891       4.961  4.961298 -0.006015
 27.2303  33.771891       4.961  4.961298 -0.006015
 27.4303  33.771891       4.961  4.961298 -0.006015
 27.6303  33.771891       4.961  4.961298 -0.006015
 27.8303  33.771891       4.961  4.961298 -0.006015
 28.0303  33.771891       4.961  4.961298 -0.006015
 28.2303  33.771891       4.961  4.961298 -0.006015
 28.4303  33.771891       4.961  4.961298 -0.006015
 28.6303  33.771891       4.961  4.961298 -0.006015
 28.8303  33.771891       4.961  4.961298 -0.006015
 29.0303  33.771891       4.961  4.961298 -0.006015
 29.2303  33.771891       4.961  4.961298 -0.006015
 29.4303  33.771891       4.961  4.961298 -0.006015
 29.6303  33.771891       4.961  4.961298 -0.006015
 29.8303  33.771891       4.961  4.961298 -0.006015
 30.0303  33.771891       4.961  4.961298 -0.006015
 30.2303  33.771891       4.961  4.961000  0.000000
 30.4303  33.771891       4.961  4.961000  0.000000
 30.6303  33.771891       4.961  4.961000  0.000000
 30.8303  33.771891       4.961  4.961000  0.000000
 31.0303  33.771891       4.961  4.961000  0.000000
 31.2303  33.771891       4.961  4.960702  0.006015
 31.4303  33.771891       4.961  4.960702  0.006015
 31.6303  33.771891       4.961  4.960702  0.006015
 31.8303  33.771891       4.961  4.960702  0.006015
 32.0303  33.771891       4.961  4.961000  0.000000
 32.2303  33.771891       4.961  4.962492 -0.030074
 32.4303  33.771891       4.961  4.963686 -0.054133
 32.6303  33.771891       4.961  4.964879 -0.078192
 32.8303  33.771891       4.961  4.966073 -0.102251
 33.0303  33.771891       4.961  4.969952 -0.180443
 33.2303  33.771891       4.961  4.972637 -0.234576
 33.4303  33.771891       4.961  4.975621 -0.294723
 33.6303  33.771891       4.961  4.977710 -0.336827
 33.8303  33.771891       4.961  4.980992 -0.402989
 34.0303  33.771891       4.961  4.983678 -0.457122
 34.2303  33.771891       4.961  4.986065 -0.505240
 34.4303  33.771891       4.961  4.986960 -0.523284
 34.6303  33.771891       4.961  4.987557 -0.535314
 34.8303  33.771891       4.961  4.987557 -0.535314
 35.0303  33.771891       4.961  4.987557 -0.535314
 35.2303  33.771891       4.961  4.986363 -0.511255
 35.4303  33.771891       4.961  4.983976 -0.463137
 35.6303  33.771891       4.961  4.979799 -0.378930
 35.8303  33.771891       4.961  4.976516 -0.312768
 36.0303  33.771891       4.961  4.973234 -0.246605
 36.2303  33.771891       4.961  4.971444 -0.210517
 36.4303  33.771891       4.961  4.969057 -0.162399
 36.6303  33.771891       4.961  4.967266 -0.126310
 25.0303  33.971891       4.961  4.961895 -0.018044
 25.2303  33.971891       4.961  4.961895 -0.018044
 25.4303  33.971891       4.961  4.961895 -0.018044
 25.6303  33.971891       4.961  4.962194 -0.024059
 25.8303  33.971891       4.961  4.962492 -0.030074
 26.0303  33.971891       4.961  4.962492 -0.030074
 26.2303  33.971891       4.961  4.962492 -0.030074
 26.4303  33.971891       4.961  4.962492 -0.030074
 26.6303  33.971891       4.961  4.962492 -0.030074
 26.8303  33.971891       4.961  4.962492 -0.030074
 27.0303  33.971891       4.961  4.962492 -0.030074
 27.2303  33.971891       4.961  4.962194 -0.024059
 27.4303  33.971891       4.961  4.962194 -0.024059
 27.6303  33.971891       4.961  4.962194 -0.024059
 27.8303  33.971891       4.961  4.961895 -0.018044
 28.0303  33.971891       4.961  4.962194 -0.024059
 28.2303  33.971891       4.961  4.961895 -0.018044
 28.4303  33.971891       4.961  4.961895 -0.018044
 28.6303  33.971891       4.961  4.961597 -0.012030
 28.8303  33.971891       4.961  4.961597 -0.012030
 29.0303  33.971891       4.961  4.961597 -0.012030
 29.2303  33.971891       4.961  4.961597 -0.012030
 29.4303  33.971891       4.961  4.961298 -0.006015
 29.6303  33.971891       4.961  4.961298 -0.006015
 29.8303  33.971891       4.961  4.961298 -0.006015
 30.0303  33.971891       4.961  4.961298 -0.006015
 30.2303  33.971891       4.961  4.961298 -0.006015
 30.4303  33.971891       4.961  4.961000  0.000000
 30.6303  33.971891       4.961  4.961000  0.000000
 30.8303  33.971891       4.961  4.961000  0.000000
 31.0303  33.971891       4.961  4.961000  0.000000
 31.2303  33.971891       4.961  4.961000  0.000000
 31.4303  33.971891       4.961  4.960702  0.006015
 31.6303  33.971891       4.961  4.960702  0.006015
 31.8303  33.971891       4.961  4.960702  0.006015
 32.0303  33.971891       4.961  4.961597 -0.012030
 32.2303  33.971891       4.961  4.963387 -0.048118
 32.4303  33.971891       4.961  4.964581 -0.072177
 32.6303  33.971891       4.961  4.966371 -0.108266
 32.8303  33.971891       4.961  4.968758 -0.156384
 33.0303  33.971891       4.961  4.972936 -0.240590
 33.2303  33.971891       4.961  4.975920 -0.300738
 33.4303  33.971891       4.961  4.978307 -0.348856
 33.6303  33.971891       4.961  4.980992 -0.402989
 33.8303  33.971891       4.961  4.984871 -0.481181
 34.0303  33.971891       4.961  4.988154 -0.547343
 34.2303  33.971891       4.961  4.988452 -0.553358
 34.4303  33.971891       4.961  4.989049 -0.565387
 34.6303  33.971891       4.961  4.989049 -0.565387
 34.8303  33.971891       4.961  4.988750 -0.559373
 35.0303  33.971891       4.961  4.987855 -0.541328
 35.2303  33.971891       4.961  4.986662 -0.517269
 35.4303  33.971891       4.961  4.984573 -0.475166
 35.6303  33.971891       4.961  4.979500 -0.372915
 35.8303  33.971891       4.961  4.975621 -0.294723
 36.0303  33.971891       4.961  4.973234 -0.246605
 36.2303  33.971891       4.961  4.970847 -0.198487
 36.4303  33.971891       4.961  4.968161 -0.144354
 36.6303  33.971891       4.961  4.965177 -0.084207
 36.8303  33.971891       4.961  4.964879 -0.078192
 25.0303  34.171891       4.961  4.962194 -0.024059
 25.2303  34.171891       4.961  4.962194 -0.024059
 25.4303  34.171891       4.961  4.962492 -0.030074
 25.6303  34.171891       4.961  4.962790 -0.036089
 25.8303  34.171891       4.961  4.963089 -0.042103
 26.0303  34.171891       4.961  4.963387 -0.048118
 26.2303  34.171891       4.961  4.963387 -0.048118
